Razao_Social;CNPJ;Endereco;Latitude;Longitude;Nome_Fantasia;Municipio;Frequencia;UF;ID_Estação;Rede;Canal;Largura_de_banda;Modulacao;Servico_RNR;Situacao_de_Licenciamento;Servico_ANATEL;Observação
 EMPRESA MINEIRA DE RADIODIFUSAO SOC LTDA; 21851738000132; RUA JOSE DE ALENCAR, 700; 20S030600; 44W043500;; Belo Horizonte;690,0000; MG; 322321603;;;10;AM;Rádio;;205;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 07S135000; 35W525200;; São José do Rio Preto;525250,0000; SP; 323259901;;23;6000;ISDB-T;TV Digital;;802;
 DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DE MINAS GERAIS; 17327289000150; AVENIDA DOS ANDRADAS, 723; 20S453000; 43W562000;; Belo Horizonte;729250,0000; MG; 322377560;;57;6000;PAL-M;TV Analógica;;800;
 RADIO OCEANO DO RIO GRANDE LTDA; 93379030000131; RUA GENERAL OSORIO, 531; 32S014810; 52W055940;; Rio Grande;97100,0000; RS; 9546758;;246;200;FM;Rádio;;230;
 DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DE MINAS GERAIS; 17327289000150; AVENIDA DOS ANDRADAS, 723; 15S490000; 42W140000;; Belo Horizonte;669250,0000; MG; 322377510;;47;6000;ISDB-T;TV Digital;;802;
 RBS PARTICIPACOES S. A.; 68737857000122; AVENIDA ERICO VERISSIMO, 400; 28S150200; 48W411800;; Porto Alegre;181250,0000; RS; 323091199;;8;6000;ISDB-T;TV Digital;;802;
 RADIO CIDADE DE CAMPINAS LTDA; 46241816000108; RUA PAULO NOGUEIRA FILHO, 17; 23S141900; 47W025100; RADIO CIDADE/RADIO MIX; Campinas;97500,0000; SP; 9148728;;248;200;FM;Rádio;;230;
 SOCIEDADE DIFUSORA RADIO CULTURA LTDA; 92208081000138; Rua Conde de Porto Alegre, 521; 31S243200; 52W402500;; Santana do Livramento;1430,0000; RS; 9546979;;;10;AM;Rádio;;205;
 PREFEITURA MUNICIPAL DE BENTO GONCALVES; 87849923000109; RUA MARECHAL DEODORO,70, .; 29S095800; 51W301000;; Bento Gonçalves;543250,0000; RS; 9624341;;26;6000;PAL-M;TV Analógica;;800;
 RADIO SAO GONCALO FM LTDA; 03950034000135; RUA CRUZEIRO DO SUL, 318; 19S591900; 44W511200;; São Gonçalo do Pará;88900,0000; MG; 689953658;;205;200;FM;Rádio;;230;
 RADIO PRIMEIRO DE JULHO LTDA; 07483704000101; Avenida João Ferreira, 199; 05S534700; 42W381200;; Água Branca;540,0000; PI; 322880360;;;10;AM;Rádio;;205;
 CANAL BRASILEIRO DA INFORMACAO CBI LTDA; 57569196000157; RUA VERGUEIRO, 1211,; 22S005700; 48W494400;; São Paulo;477250,0000; SP; 9234942;;15;6000;PAL-M;TV Analógica;;800;
 RADIO E TELEVISAO BANDEIRANTES LTDA; 60509239000113; RUA RADIANTES, 13; 21S155900; 48W300900;; São Paulo;477250,0000; SP; 9151222;;15;6000;PAL-M;TV Analógica;;800;
 TELEVISAO CENTRO AMERICA LTDA; 03476876000105; AVENIDA MARECHAL DEODORO, 504; 14S424600; 56W191500;; Cuiabá;193250,0000; MT; 323661610;;10;6000;PAL-M;TV Analógica;;800;
 ORLANDIA RADIO CLUBE LTDA; 53311064000170; RUA OITO, 472; 20S445040; 47W520030;; Orlândia;1240,0000; SP; 7803435;;;10;AM;Rádio;;205;
 TELEVISAO RECORD DO RIO DE JANEIRO LTDA; 27906734000190; RUA GENERAL GUSTAVO CORDEIRO DE FARIAS, 84; 22S294500; 44W340000;; Rio de Janeiro;705250,0000; RJ; 323755496;;53;6000;ISDB-T;TV Digital;;802;
 TELEVISAO LIBERAL LTDA; 04832721000119; AVENIDA NAZARE, 350; 01S590000; 48W573000;; Belém;531250,0000; PA; 322802555;;24;6000;PAL-M;TV Analógica;;800;
 REDE MINEIRA DE RADIO E TELEVISAO LTDA; 25640004000165; AVENIDA PROFESSOR JOSE INACIO DE SOUZA, 2710; 18S010000; 49W210000; TV PARANAIBA CANAL 10; Uberlândia;519250,0000; MG; 413165779;;22;6000;ISDB-T;TV Digital;;802;
 SOCIEDADE RADIO GUARUJA LTDA; 83882647000111; RUA NUNES MACHADO, 94; 27S351900; 48W320000;; Florianópolis;92100,0000; SC; 323055834;;221;200;FM;Rádio;;230;
 TELEVISAO JOACABA LTDA; 79845830000170; RUA MARTINHO LUTERO, 299; 26S454800; 53W101300; RBS TV JOAÇABA; Joaçaba;211250,0000; SC; 323067140;;13;6000;PAL-M;TV Analógica;;800;
 PREFEITURA MUNICIPAL DE ENCRUZILHADA DO SUL; 89363642000169; PREFEITURA MUNICIPAL DE ENCRUZILHADA DO SUL, .; 30S323800; 52W311900;; Encruzilhada do Sul;591250,0000; RS; 9651330;;34;6000;ISDB-T;TV Digital;;802;
 FUNDACAO JOAO PAULO II; 50016039000175; RUA JOAO PAULO II, S/Nº; 09S032400; 35W235500;; Cachoeira Paulista;555250,0000; SP; 2732491;;28;6000;PAL-M;TV Analógica;;800;
 RADIO TV DO AMAZONAS LTDA; 04387825000161; AVENIDA ANDRE ARAUJO, 1555; 11S475300; 63W015200;; Manaus;193250,0000; AM; 505806258;;10;6000;PAL-M;TV Analógica;;800;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 27S211000; 53W244000;; São José do Rio Preto;483250,0000; SP; 9652124;;16;6000;ISDB-T;TV Digital;;802;
 FUNDACAO DE TELEDUCACAO DO ESTADO DO CEARA-FUNTELC; 09470303000142; RUA OSVALDO CRUZ, 1985; 06S110000; 38W580000; TVC - TV CEARA CANAL 5; Fortaleza;175250,0000; CE; 322892414;;7;6000;ISDB-T;TV Digital;;802;
 RADIO TV DO AMAZONAS LTDA; 04387825000161; AVENIDA ANDRE ARAUJO, 1555; 03N390800; 61W221400;; Manaus;205250,0000; AM; 534296491;;12;6000;PAL-M;TV Analógica;;800;
 TV TAUBATE LTDA; 01921699000195; RUA MARECHAL RONDON, 55; 23S020600; 45W324800;; Taubaté;61250,0000; SP; 323668372;;3;6000;PAL-M;TV Analógica;;248;
 TELEVISAO VERDES MARES LTDA; 07199664000170; AVENIDA DESEMBARGADOR MOREIRA, 2430;;;; Fortaleza;; CE; 683211498;;;6000;PAL-M;TV Analógica;;800;
 TELEVISAO A CRITICA LIMITADA; 04382099000194; AVENIDA ANDRE ARAUJO, 1924; 03S370000; 57W500000; TV A CRITICA CANAL 4; Manaus;55250,0000; AM; 322980089;;2;6000;ISDB-T;TV Digital;;802;
 FUNDACAO NAZARE DE COMUNICACAO; 83369470000154; AVENIDA GOVERNADOR JOSE MALCHER, 915; 02S374200; 56W440900;; Belém;489250,0000; PA; 323733689;;17;6000;PAL-M;TV Analógica;;800;
 FUNDACAO DE APOIO AO ENSINO PESQUISA E EXTENSAO; 19084599000117; CAMPUS DA UFLA - CAIXA POSTAL 142, .; 21S141000; 44W574000;; Lavras;105700,0000; MG; 322386888;;289;200;FM;Rádio;;230;
 REDE NOVO ESTADO DE RADIO E TELEVISAO LTDA; 83296921000170; TRAVESSA CAMPOS SALES, 370, .; 02S000700; 54W043200;; Belém;83250,0000; PA; 322806909;;6;6000;ISDB-T;TV Digital;;802;
 RADIO TV DO AMAZONAS LTDA; 04387825000161; AVENIDA ANDRE ARAUJO, 1555; 01N295900; 50W545100;; Manaus;205250,0000; AM; 323723420;;12;6000;PAL-M;TV Analógica;;800;
 SOCIEDADE RADIO FRUTAL LTDA; 20544672000175; RUA BIAS FORTES, 597; 20S010000; 48W560000;; Frutal;1480,0000; MG; 322323436;;;10;AM;Rádio;;205;
 TV STUDIOS DE JAU S/A; 49931645000137; AVENIDA JOÃO SANZOVO, 2621; 22S072900; 51W231890; SBT - CENTRO OESTE PAULISTA - EMISSORA DO SISTEMA BRASILEIRO DE TELEVISAO; Jaú;67250,0000; SP; 9125078;;4;6000;PAL-M;TV Analógica;;800;
 REAL RADIODIFUSAO LTDA; 02338532000169; AVENIDA FELICIANO SODRE, 1083,; 22S254585; 42W582239;; Teresópolis;93700,0000; RJ; 323666116;;229;200;FM;Rádio;;230;
 GOV. DO EST. DE GOIAS - AGENCIA GOIANA DE COMUNICACAO; 03520902000147; RUA SC 1, 299; 17S180000; 48W170000;; Goiânia;501250,0000; GO; 323032923;;19;6000;PAL-M;TV Analógica;;800;
 RADIO E TELEVISAO BANDEIRANTES LTDA; 60509239000113; RUA RADIANTES, 13; 26S551000; 48W394700;; São Paulo;603250,0000; SP; 323099750;;36;6000;ISDB-T;TV Digital;;802;
 TV ARATU S/A; 15199136000140; RUA PEDRO GAMA, 31; 10S443000; 38W264000;; Salvador;181250,0000; BA; 322646227;;8;6000;ISDB-T;TV Digital;;802;
 TELEVISAO VERDES MARES LTDA; 07199664000170; AVENIDA DESEMBARGADOR MOREIRA, 2430; 06S210000; 38W520000;; Fortaleza;531250,0000; CE; 322898390;;24;6000;ISDB-T;TV Digital;;802;
 TELEVISAO CIDADE MODELO LTDA; 03862216000154; RODOVIA MS 156 KM 03, S/Nº,; 16S150900; 47W570100; TV DOURADOS; Dourados;651250,0000; MS; 323019692;;44;6000;PAL-M;TV Analógica;;800;
 SISTEMA TIMON DE RADIODIFUSAO LTDA; 10305548000101; AVENIDA BELO HORIZONTE, S/N; 12S415100; 38W192700;; Timon;687250,0000; MA; 323730299;;50;6000;ISDB-T;TV Digital;;802;
 TVSBT CANAL 4 DE SAO PAULO S/A; 45039237000114; AVENIDA DAS COMUNICAÇÕES, 04; 23S213280; 47W521340;; Osasco;573250,0000; SP; 9152660;;31;6000;ISDB-T;TV Digital;;802;
 RADIO E TV UMBU LTDA; 89294565000132; RUA PRINCESA ISABEL, S/N; 28S162100; 52W464500; RBS TV; Passo Fundo;83250,0000; RS; 9627634;;6;6000;ISDB-T;TV Digital;;802;
 RADIO E TELEVISAO BANDEIRANTES DE MINAS GERAIS LTDA; 17184649000102; AVENIDA RAJA GABAGLIA, 2221; 17S120000; 46W560000; TV BANDEIRANTES; Belo Horizonte;543250,0000; MG; 323698522;;26;6000;ISDB-T;TV Digital;;802;
 PREFEITURA MUNICIPAL DE TEJUPA; 46223756000109; PRACA DOMINGOS SARTORI,, 12; 23S204800; 49W215500;; Tejupá;205250,0000; SP; 9087478;;12;6000;PAL-M;TV Analógica;;800;
 FUNDACAO VERDES FLORESTAS; 04526083000108; PRACA NOSSA SENHORA DA GLORIA, 185, .; 08S093800; 70W454300; RADIO VERDES FLORESTAS; Cruzeiro do Sul;55250,0000; AC; 323681930;;2;6000;ISDB-T;TV Digital;;802;
 PREFEITURA MUNICIPAL DE PARANATINGA; 15023971000124; AV.BANDEIRANTES, 1986, .; 14S255400; 54W030400;; Paranatinga;181250,0000; MT; 323136885;;8;6000;ISDB-T;TV Digital;;802;
 REDE MULHER DE TELEVISAO LTDA; 02344518000178; AVENIDA PAULISTA, 326,; 20S172700; 50W142700;; São Paulo;675250,0000; SP; 9123130;;48;6000;PAL-M;TV Analógica;;800;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 16S394700; 49W202200;; São José do Rio Preto;741250,0000; SP; 323038824;;59;6000;ISDB-T;TV Digital;;802;
 TELEVISAO BANDEIRANTES DE PRESIDENTE PRUDENTE LTDA; 50609973000109; RUA ALBERTO ARTONI, 75; 20S045500; 49W545100; BAND; Presidente Prudente;513250,0000; SP; 323721257;;21;6000;ISDB-T;TV Digital;;802;
 JET RADIODIFUSAO LTDA; 07714595000196; RUA PROFESSOR ALCEU BRANDAO, 2397; 05S042100; 42W451600; FM ANTENA 10; Teresina;1050,0000; PI; 323228011;;;10;AM;Rádio;;205;
 RADIO E TV PORTOVISÃO LTDA; 87209250000114; RUA DELFINO RIET, 183; 30S034000; 51W105000; BAND; Porto Alegre;94900,0000; RS; 9546693;;235;200;FM;Rádio;;230;
 FUNDACAO NAZARE DE COMUNICACAO; 83369470000154; AVENIDA GOVERNADOR JOSE MALCHER, 915; 01S570100; 54W442700;; Belém;537250,0000; PA; 323661700;;25;6000;ISDB-T;TV Digital;;802;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 22S071500; 48W183600;; São José do Rio Preto;705250,0000; SP; 9248935;;53;6000;ISDB-T;TV Digital;;802;
 DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DE MINAS GERAIS; 17327289000150;  Cidade Administrativa Presidente Tancredo Neves - Rodovia Prefeito Americo Gianetti, s/nº; 19S270000; 44W140000;; Belo Horizonte;597250,0000; MG; 322377285;;35;6000;PAL-M;TV Analógica;;800;
 SOCIEDADE RADIO LIBERDADE LTDA; 48542344000159; PRAÇA CONSELHEIRO RODRIGUES ALVES, 104/; 22S472600; 45W110000; RADIO LIBERDADE; Guaratinguetá;610,0000; SP; 7806612;;;10;AM;Rádio;;205;
 FUNDACAO CASPER LIBERO; 61277273000172; AVENIDA PAULISTA, 900; 07S593600; 34W514800;; São Paulo;585250,0000; SP; 323755399;;33;6000;ISDB-T;TV Digital;;802;
 RADIO DIFUSORA DE AMPARO LTDA; 43462076000141; RUA COMENDADOR GUIMARAES, 25,; 22S430100; 46W474000;; Amparo;1580,0000; SP; 7804512;;;10;AM;Rádio;;205;
 TV ZONA SUL LTDA; 90604752000154; RUA FELIX DA CUNHA, 772; 31S195300; 54W062500;; Pelotas;199250,0000; RS; 9614729;;11;6000;PAL-M;TV Analógica;;800;
 TELEVISAO ANHANGUERA DE ARAGUAINA LTDA; 02856995000112; RUA CRUZEIRO DO SUL, 317; 07S104200; 48W134300;; Araguaína;199250,0000; TO; 323032664;;11;6000;PAL-M;TV Analógica;;248;
 MORRO ALTO FM LTDA; 02391120000192; ALAMEDA EMILIO DE MENEZES, 20; 30S152384; 54W555997;; Porto Alegre;103300,0000; RS; 689305079;;277;200;FM;Rádio;;230;
 TV JANGADEIRO LTDA; 11743564000130; AVENIDA ANTONIO SALES, 2811; 04S200000; 38W530000;; Fortaleza;205250,0000; CE; 323708307;;12;6000;PAL-M;TV Analógica;;800;
 FUNDACAO JOAO PAULO II; 50016039000175; RUA JOAO PAULO II, S/Nº; 21S072800; 42W562700;; Cachoeira Paulista;675250,0000; SP; 442149506;;48;6000;ISDB-T;TV Digital;;802;
 PREFEITURA MUNICIPAL DE CASSILANDIA; 03342920000186; RUA DOMINGOS DE SOUZA FRNCA 720, .; 18S572800; 52W234300;; Cassilândia;181250,0000; MS; 322833060;;8;6000;ISDB-T;TV Digital;;802;
 REDE MULHER DE TELEVISAO LTDA; 02344518000178; AVENIDA PAULISTA, 326,; 22S393100; 46W450600;; São Paulo;489250,0000; SP; 323729720;;17;6000;PAL-M;TV Analógica;;800;
 SISTEMA TIMON DE RADIODIFUSAO LTDA; 10305548000101; AVENIDA BELO HORIZONTE, S/N; 10S155100; 37W184700;; Timon;603250,0000; MA; 323733867;;36;6000;PAL-M;TV Analógica;;800;
 TV CARIOBA COMUNICACOES LTDA; 61317095000166; RUA BENJAMIM CONSTANT, 192; 23S120200; 47W305800;; Americana;645250,0000; SP; 534900437;;43;6000;ISDB-T;TV Digital;;802;
 RADIO ITAMARATY LTDA; 06861421000193; RUA, 18 DE SETEMBRO, N, .; 04S150000; 41W481200;; Piripiri;580,0000; PI; 322870380;;;10;AM;Rádio;;205;
 RADIO 31 DE MARCO LTDA; 50072008000131; AV. XV DE NOVEMBRO, 715, 1 ANDAR, .; 21S480000; 47W160000;; Santa Cruz das Palmeiras;1190,0000; SP; 7803460;;;10;AM;Rádio;;205;
 FUNDACAO PADRE ANCHIETA - CENTRO PAULISTA DE RADIO E TV EDUCATIVAS; 61914891000186; RUA CENNO SBRIGHI, 378; 24S163300; 47W141000;; São Paulo;705250,0000; SP; 9149996;;53;6000;PAL-M;TV Analógica;;800;
 RADIO E TELEVISAO TAROBA LTDA; 76243625000146; RUA TAROBA, 06; 23S402300; 52W354000; TELEVISAO TAROBA; Cascavel;627250,0000; PR; 322530954;;40;6000;ISDB-T;TV Digital;;802;
 TV OMEGA LTDA; 02131538000160; AVENIDA PRESIDENTE KENNEDY, 2869; 22S132800; 50W535100; REDE TV; Osasco;675250,0000; SP; 9124136;;48;6000;ISDB-T;TV Digital;;802;
 FUNDACAO EVANGELICA BOAS NOVAS; 84541689000151; AVENIDA RODRIGO OTAVIO, 1655; 07S071800; 34W524200;; Manaus;597250,0000; AM; 323670601;;35;6000;PAL-M;TV Analógica;;800;
 RADIO NUPORANGA LTDA; 15211956000100; RUA BELO HORIZONTE, 151, .; 10S302900; 40W184300;; Campo Formoso;98100,0000; BA; 322646863;;251;200;FM;Rádio;;230;
 TELEVISAO RECORD DO RIO DE JANEIRO LTDA; 27906734000190; RUA GENERAL GUSTAVO CORDEIRO DE FARIAS, 84; 23S003000; 44W185300;; Rio de Janeiro;717250,0000; RJ; 323755437;;55;6000;ISDB-T;TV Digital;;802;
 RADIO ITATIAIA LTDA; 17270950000139; RUA ITATIAIA, 117; 19S313700; 42W393900;; Belo Horizonte;650,0000; MG; 322386845;;;10;AM;Rádio;;205;
 UNIPOP RADIO LTDA; 12952727000158; AVENIDA ELVIRA BARBOSA LOPES, 562,; 09S434200; 36W382400;; Arapiraca;101900,0000; AL; 323269257;;270;200;FM;Rádio;;230;
 FUNDACAO DE TELECOMUNICACOES DO PARA; 05441704000113; AVENIDA ALMIRANTE BARROSO 735, .; 05S090000; 49W200000;; Belém;187250,0000; PA; 322802016;;9;6000;ISDB-T;TV Digital;;802;
 EMPRESA DE TELECOMUNICACOES DO PIAUI - ETELPI; 12170221000197; AV. BARAO DE GURGUEIA, 3336, .; 07S050000; 41W280000;; Teresina;199250,0000; PI; 323228801;;11;6000;PAL-M;TV Analógica;;800;
 TVSBT CANAL 4 DE SAO PAULO S/A; 45039237000114; AVENIDA DAS COMUNICAÇÕES, 04; 23S325200; 48W003100;; Osasco;573250,0000; SP; 9152601;;31;6000;PAL-M;TV Analógica;;800;
 RADIO TV DO MARANHAO LTDA; 06339501000183; AVENIDA DOS AFRICANOS, 77; 02S324300; 44W174500;; São Luís;181250,0000; MA; 323224636;;8;6000;ISDB-T;TV Digital;;802;
 TELEVISAO RECORD DO RIO DE JANEIRO LTDA; 27906734000190; RUA GENERAL GUSTAVO CORDEIRO DE FARIAS, 84; 22S240000; 43W390000;; Rio de Janeiro;735250,0000; RJ; 436368196;;58;6000;PAL-M;TV Analógica;;800;
 TELEVISAO CHAPECO S/A; 76851492000190; RODOVIA SEARA/CHAPECO - KM 3, S/N; 26S525900; 53W115500;; Chapecó;603250,0000; SC; 2146010;;36;6000;PAL-M;TV Analógica;;800;
 REDE 21 COMUNICACOES LTDA; 58832528000107; RUA RADIANTES, 13; 22S311500; 47W552400;; São Paulo;585250,0000; SP; 682820067;;33;6000;PAL-M;TV Analógica;;800;
 SOCIEDADE RADIO NOVO HORIZONTE LTDA; 53173209000113; RUA SETE DE SETEMBRO, 711; 21S283470; 49W121440;; Novo Horizonte;870,0000; SP; 7806620;;;10;AM;Rádio;;205;
 TELEVISAO CIDADE MODELO LTDA; 03862216000154; RODOVIA MS 156 KM 03, S/Nº,; 23S193300; 51W112700; TV DOURADOS; Dourados;; MS; 623343762;;;6000;ISDB-T;TV Digital;;802;
 FUNDACAO EDUCATIVA CULTURAL E FILANTROPICA MARIA EFIGENIA FERRACINI CAMPOS; 03639654000158; Rua Herculino Otaviano, 490; 24S230700; 53W305200;; Ubiratã;187250,0000; PR; 536378843;;9;6000;PAL-M;TV Analógica;;248;
 SISTEMA RESENDENSE DE COMUNICACAO LTDA; 31066541000146; RUA NILO PECANHA, 320; 22S280900; 44W293400;; Resende;1580,0000; RJ; 6749623;;;10;AM;Rádio;;205;
 RBN - REDE BRASIL NORTE DE COMUNICACAO LTDA; 01662019000166; AV. RIO VERDE - AVENIDA SEGUNDA - CONDOMINIO CIDADE EMPRESARIAL, S/N; 12S322570; 55W431503;; Aparecida de Goiânia;89300,0000; GO; 323695400;;207;200;FM;Rádio;;230;
 FUNDACAO NAZARE DE COMUNICACAO; 83369470000154; AVENIDA GOVERNADOR JOSE MALCHER, 915; 11S244500; 58W454500;; Belém;77250,0000; PA; 323716105;;5;6000;PAL-M;TV Analógica;;800;
 FUNDACAO NOSSA SENHORA DA ABADIA; 00668554000242; PRACA NOSSA SENHORA APARECIDA, 134; 18S503595; 48W152018; RADIO AMERICA DE UBERLANDIA; Uberlândia;580,0000; MG; 322323193;;;10;AM;Rádio;;205;
 TV O ESTADO FLORIANOPOLIS LTDA; 79875902000121; AVENIDA MAURO RAMOS, 512; 26S172000; 48W493700;; Florianópolis;549250,0000; SC; 323731597;;27;6000;ISDB-T;TV Digital;;802;
 RADIO TV DO AMAZONAS LTDA; 04387825000161; AVENIDA ANDRE ARAUJO, 1555; 02N490100; 60W400100;; Manaus;67250,0000; AM; 322972523;;4;6000;PAL-M;TV Analógica;;248;
 RBS TV CRICIUMA LTDA; 82916503000176; MORRO CECHINEL, S/N; 28S291700; 48W464000; TV ELD. OU TELESISTEMA EST.ELD; Criciúma;187250,0000; SC; 323092497;;9;6000;PAL-M;TV Analógica;;800;
 FUNDACAO JOAO XXIII; 20599387000151; AVENIDA BRASIL, 2770; 18S510000; 41W560000; RADIO POR UM MUNDO MELHOR; Governador Valadares;850,0000; MG; 322321646;;;10;AM;Rádio;;205;
 FUNDACAO JUVENILIA LOIOLA; 04248547000161; AV. CHERMONT ALVES DE OLIVEIRA, S/Nº; 05S595100; 40W171400;; Tauá;88100,0000; CE; 1000000262;;201;200;FM;Rádio;;230;
 TELEVISAO LAGES LTDA; 83012013000108; RUA CARLOS JOFRE DO AMARAL, 67; 26S582200; 50W253900;; Lages;211250,0000; SC; 323091857;;13;6000;ISDB-T;TV Digital;;802;
 FUNDACAO PADRE ANCHIETA - CENTRO PAULISTA DE RADIO E TV EDUCATIVAS; 61914891000186; RUA CENNO SBRIGHI, 378; 21S562230; 50W305480;; São Paulo;67250,0000; SP; 9150900;;4;6000;ISDB-T;TV Digital;;802;
 PREFEITURA MUNICIPAL DE IRAPUA; 45158532000190; AV.ALTINO ARANTES, 415, .; 21S170000; 49W240000;; Irapuã;549250,0000; SP; 9121528;;27;6000;PAL-M;TV Analógica;;800;
 FUNDACAO EDUCACIONAL DOM PEDRO FELIPAK; 76920370000109; RUA JOAO RAMOS PIEDADE, 120; 23S514600; 50W113200; RADIO EDUCADORA DE WENCESLAU BRAZ; Wenceslau Braz;1470,0000; PR; 322481236;;;10;AM;Rádio;;205;
 RADIO AM BANDA 1 LTDA; 02360777000192; AVENIDA LONDRINA, 678; 23S275500; 51W523400;; Sarandi;1090,0000; PR; 323664776;;;10;AM;Rádio;;205;
 RADIO E TELEVISAO BANDEIRANTES LTDA; 60509239000113; RUA RADIANTES, 13; 24S054900; 46W375800;; São Paulo;531250,0000; SP; 442164874;;24;6000;ISDB-T;TV Digital;;802;
 RADIO FM DO BARRO LTDA; 23466147000177; RUA MAJOR JANUARIO, S/N; 07S101900; 38W464200;; Barro;96500,0000; CE; 322893410;;243;200;FM;Rádio;;230;
 RADIO OURO VERDE LTDA; 20946885000123; AVENIDA ZEZE AMARAL, 180; 20S550100; 46W592900;; São Sebastião do Paraíso;1390,0000; MG; 322387507;;;10;AM;Rádio;;205;
 TELEVISAO CIDADE MODELO LTDA; 03862216000154; RODOVIA MS 156 KM 03, S/Nº,; 19S351550; 46W553140; TV DOURADOS; Dourados;543250,0000; MS; 441924417;;26;6000;PAL-M;TV Analógica;;800;
 TV STUDIOS DE JAU S/A; 49931645000137; AVENIDA JOÃO SANZOVO, 2621; 20S543230; 51W214260; SBT - CENTRO OESTE PAULISTA - EMISSORA DO SISTEMA BRASILEIRO DE TELEVISAO; Jaú;471250,0000; SP; 9124802;;14;6000;PAL-M;TV Analógica;;800;
 RADIO CLUBE PEDRO OSORIO LTDA; 90186271000176; AV. FLORES DA CUNHA, 448, .; 31S511000; 52W480000;; Pedro Osório;990,0000; RS; 9623450;;;10;AM;Rádio;;205;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 27S102900; 51W293600;; São José do Rio Preto;489250,0000; SP; 323092977;;17;6000;ISDB-T;TV Digital;;802;
 CANAL BRASILEIRO DA INFORMACAO CBI LTDA; 57569196000157; RUA VERGUEIRO, 1211,; 20S480100; 49W205000;; São Paulo;513250,0000; SP; 9235221;;21;6000;PAL-M;TV Analógica;;800;
 PREFEITURA MUNICIPAL DE CAMAPUA; 03501517000152; RUA CAMPO GRANDE 293, .; 19S315300; 54W023800;; Camapuã;77250,0000; MS; 322832977;;5;6000;PAL-M;TV Analógica;;800;
 REDE BRASIL DE COMUNICACOES LTDA; 03754007000197; AVENIDA MANOEL BORBA, 10; 08S050600; 39W090400;; Sertânia;102900,0000; PE; 689960239;;275;200;FM;Rádio;;230;
 VL RADIODIFUSAO S/C LTDA; 01767840000147; AVENIDA CONSELHEIRO FURTADO, 606,; 04S152700; 55W592900;; Belém;101700,0000; PA; 323673570;;269;200;FM;Rádio;;230;
 SISTEMA TIMON DE RADIODIFUSAO LTDA; 10305548000101; AVENIDA BELO HORIZONTE, S/N; 06S501500; 40W344500;; Timon;205250,0000; MA; 323708099;;12;6000;PAL-M;TV Analógica;;800;
 RADIO E TV UNIAO LTDA; 05284351000195; PRACA PRESIDENTE JOSE SARNEY,81, .; 05S220700; 49W070400;; Santa Inês;; MA; 682911879;;;6000;PAL-M;TV Analógica;;800;
 DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DE MINAS GERAIS; 17327289000150; AVENIDA DOS ANDRADAS, 723; 20S041200; 45W241800;; Belo Horizonte;729250,0000; MG; 322377781;;57;6000;PAL-M;TV Analógica;;800;
 RADIO E TELEVISAO BANDEIRANTES DO RIO DE JANEIRO LTDA; 33050733000513; RUA ALVARO RAMOS, .; 21S473600; 41W264200;; Rio de Janeiro;55250,0000; RJ; 6749151;;2;6000;PAL-M;TV Analógica;;800;
 GLOBO COMUNICACAO E PARTICIPACOES S. A.; 27865757002652; AVENIDA AMERICO VESPUCIO, 2045; 18S531000; 41W550700; GLOBOPAR, TV GLOBO E GLOBO.COM; Belo Horizonte;199250,0000; MG; 322386012;;11;6000;ISDB-T;TV Digital;;802;
 FUNDACAO EDUCACIONAL UNIAO DA SERRA; 88676382000119; RUA 24 DE MAIO, N° 671; 28S552900; 51W315300; RADIO ALVORADA FM; Veranópolis;1480,0000; RS; 9545417;;;10;AM;Rádio;;205;
 TV TOCANTINS LTDA; 02526333000184; RUA VENEZUELA, 130,; 15S473400; 49W201900;; Anápolis;657250,0000; GO; 323705030;;45;6000;ISDB-T;TV Digital;;802;
 TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA; 61413092000126; RUA GERALDINA VERONICA BATISTA DE CAMARGO, 400; 03S131200; 45W001000;; São José do Rio Preto;483250,0000; SP; 323222790;;16;6000;PAL-M;TV Analógica;;800;
 TELEVISAO CENTRO AMERICA LTDA; 03476876000105; AVENIDA MARECHAL DEODORO, 504; 10S391900; 55W141000;; Cuiabá;193250,0000; MT; 3629287;;10;6000;PAL-M;TV Analógica;;800;
 FUNDACAO DE TELECOMUNICACOES DO PARA; 05441704000113; AVENIDA ALMIRANTE BARROSO 735, .; 01S370000; 47W290000;; Belém;729250,0000; PA; 322802067;;57;6000;ISDB-T;TV Digital;;802;
